index,plate,season,world,mood,energy,palette,twist,seed,clean_path,preview_path,duration_ms,status,prompt
174,0174_glass_storm_stillness_neon_noir.jpg,general,glass,storm,stillness,neon_noir,,183099127,previews/studio/general/0174_glass_storm_stillness_neon_noir.jpg,wallpapers/studio/general/0174_glass_storm_stillness_neon_noir.jpg,63397,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Transparent and translucent glass, refraction, caustics, prisms, curved surfaces, crystalline edges, internal reflections and luminous optical depth. Hard raking light through broken darkness, sharp highlights, deep shadows, high contrast and dense moisture-filled atmosphere. Centered, balanced composition with generous negative space, minimal directional movement, simple large forms and a strong sense of visual stability. Hot magenta, cyan and violet against near-black."
37,0037_cosmos_storm_flow_emerald.jpg,general,cosmos,storm,flow,emerald,,1597619860,previews/studio/general/0037_cosmos_storm_flow_emerald.jpg,wallpapers/studio/general/0037_cosmos_storm_flow_emerald.jpg,64211,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Hard raking light through broken darkness, sharp highlights, deep shadows, high contrast and dense moisture-filled atmosphere. Continuous sweeping movement, interconnected forms, graceful curves and clear directional pathways carrying the eye through the composition. Deep forest, emerald and jade with luminous chartreuse accents."
464,0464_light_storm_flow_neon_noir.jpg,general,light,storm,flow,neon_noir,,1170324191,previews/studio/general/0464_light_storm_flow_neon_noir.jpg,wallpapers/studio/general/0464_light_storm_flow_neon_noir.jpg,64147,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Beams, halos, luminous ribbons, glowing fields, volumetric rays, reflections and radiant forms constructed primarily from illumination. Hard raking light through broken darkness, sharp highlights, deep shadows, high contrast and dense moisture-filled atmosphere. Continuous sweeping movement, interconnected forms, graceful curves and clear directional pathways carrying the eye through the composition. Hot magenta, cyan and violet against near-black."
320,0320_liquid_inferno_flow_neon_noir.jpg,general,liquid,inferno,flow,neon_noir,,1183663773,previews/studio/general/0320_liquid_inferno_flow_neon_noir.jpg,wallpapers/studio/general/0320_liquid_inferno_flow_neon_noir.jpg,63660,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Flowing, suspended and colliding fluids; ribbons, droplets, splashes, folds, pools and smooth sculptural forms shaped by surface tension. Intense internal illumination, brilliant hot highlights, deep surrounding shadows, glowing atmospheric haze and aggressive high-contrast luminosity. Continuous sweeping movement, interconnected forms, graceful curves and clear directional pathways carrying the eye through the composition. Hot magenta, cyan and violet against near-black."
175,0175_glass_twilight_drift_neon_noir.jpg,general,glass,twilight,drift,neon_noir,,690051241,,,,failed,"prediction failed: Model execution failed (User Input Error): AiError: AiError: NSFW content detected. Try running it again, or try a different prompt. (5bc9c798-6cd1-4adc-af53-8b7fab51370c)"
38,0038_cosmos_twilight_surge_emerald.jpg,general,cosmos,twilight,surge,emerald,,2104571974,previews/studio/general/0038_cosmos_twilight_surge_emerald.jpg,wallpapers/studio/general/0038_cosmos_twilight_surge_emerald.jpg,64339,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Low directional light, long soft shadows, subdued highlights, layered atmospheric haze and a gradual transition between luminous and dark values. Forceful directional movement, strong diagonals, overlapping forms, dynamic scale changes and pronounced visual momentum. Deep forest, emerald and jade with luminous chartreuse accents."
465,0465_light_twilight_surge_neon_noir.jpg,general,light,twilight,surge,neon_noir,,1677276305,previews/studio/general/0465_light_twilight_surge_neon_noir.jpg,wallpapers/studio/general/0465_light_twilight_surge_neon_noir.jpg,64471,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Beams, halos, luminous ribbons, glowing fields, volumetric rays, reflections and radiant forms constructed primarily from illumination. Low directional light, long soft shadows, subdued highlights, layered atmospheric haze and a gradual transition between luminous and dark values. Forceful directional movement, strong diagonals, overlapping forms, dynamic scale changes and pronounced visual momentum. Hot magenta, cyan and violet against near-black."
176,0176_glass_eclipse_flow_neon_noir.jpg,general,glass,eclipse,flow,neon_noir,,1197003355,previews/studio/general/0176_glass_eclipse_flow_neon_noir.jpg,wallpapers/studio/general/0176_glass_eclipse_flow_neon_noir.jpg,64397,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Transparent and translucent glass, refraction, caustics, prisms, curved surfaces, crystalline edges, internal reflections and luminous optical depth. Strong backlighting, deep silhouettes, narrow brilliant rim light, extreme separation between darkness and radiance, with restrained atmospheric glow. Continuous sweeping movement, interconnected forms, graceful curves and clear directional pathways carrying the eye through the composition. Hot magenta, cyan and violet against near-black."
321,0321_liquid_dream_surge_neon_noir.jpg,general,liquid,dream,surge,neon_noir,,1690615887,,,,failed,"flux timed out -- status=starting"
39,0039_cosmos_eclipse_eruption_emerald.jpg,general,cosmos,eclipse,eruption,emerald,,464040441,,,,failed,"flux timed out -- status=starting"
466,0466_light_eclipse_eruption_neon_noir.jpg,general,light,eclipse,eruption,neon_noir,,36744772,previews/studio/general/0466_light_eclipse_eruption_neon_noir.jpg,wallpapers/studio/general/0466_light_eclipse_eruption_neon_noir.jpg,65781,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Beams, halos, luminous ribbons, glowing fields, volumetric rays, reflections and radiant forms constructed primarily from illumination. Strong backlighting, deep silhouettes, narrow brilliant rim light, extreme separation between darkness and radiance, with restrained atmospheric glow. Explosive outward movement, fragmented forms, dramatic displacement, extreme scale variation and dense controlled complexity radiating through the composition. Hot magenta, cyan and violet against near-black."
177,0177_glass_midnight_surge_neon_noir.jpg,general,glass,midnight,surge,neon_noir,,1703955469,previews/studio/general/0177_glass_midnight_surge_neon_noir.jpg,wallpapers/studio/general/0177_glass_midnight_surge_neon_noir.jpg,64146,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Transparent and translucent glass, refraction, caustics, prisms, curved surfaces, crystalline edges, internal reflections and luminous optical depth. Predominantly deep values, sparse concentrated illumination, rich shadows, isolated highlights and quiet low-light atmosphere. Forceful directional movement, strong diagonals, overlapping forms, dynamic scale changes and pronounced visual momentum. Hot magenta, cyan and violet against near-black."
322,0322_liquid_storm_eruption_neon_noir.jpg,general,liquid,storm,eruption,neon_noir,,50084354,,,,failed,"flux timed out -- status=starting"
40,0040_cosmos_midnight_stillness_emerald.jpg,general,cosmos,midnight,stillness,emerald,,970992555,previews/studio/general/0040_cosmos_midnight_stillness_emerald.jpg,wallpapers/studio/general/0040_cosmos_midnight_stillness_emerald.jpg,63537,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Predominantly deep values, sparse concentrated illumination, rich shadows, isolated highlights and quiet low-light atmosphere. Centered, balanced composition with generous negative space, minimal directional movement, simple large forms and a strong sense of visual stability. Deep forest, emerald and jade with luminous chartreuse accents."
467,0467_light_midnight_stillness_neon_noir.jpg,general,light,midnight,stillness,neon_noir,,543696886,,,,failed,"prediction failed: Model execution failed (User Input Error): AiError: AiError: NSFW content detected. Try running it again, or try a different prompt. (9e5cbb12-97d9-4e36-a190-e5ade536f135)"
178,0178_glass_inferno_eruption_neon_noir.jpg,general,glass,inferno,eruption,neon_noir,,63423936,,,,failed,"flux timed out -- status=starting"
323,0323_liquid_twilight_stillness_neon_noir.jpg,general,liquid,twilight,stillness,neon_noir,,557036468,previews/studio/general/0323_liquid_twilight_stillness_neon_noir.jpg,wallpapers/studio/general/0323_liquid_twilight_stillness_neon_noir.jpg,64342,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Flowing, suspended and colliding fluids; ribbons, droplets, splashes, folds, pools and smooth sculptural forms shaped by surface tension. Low directional light, long soft shadows, subdued highlights, layered atmospheric haze and a gradual transition between luminous and dark values. Centered, balanced composition with generous negative space, minimal directional movement, simple large forms and a strong sense of visual stability. Hot magenta, cyan and violet against near-black."
41,0041_cosmos_inferno_drift_emerald.jpg,general,cosmos,inferno,drift,emerald,,1477944669,,,,failed,"prediction failed: Model execution failed (User Input Error): AiError: AiError: NSFW content detected. Try running it again, or try a different prompt. (8f6fe641-4e41-43b9-b605-ea0fff53508d)"
468,0468_light_dream_drift_emerald.jpg,general,light,dream,drift,emerald,,1050649000,previews/studio/general/0468_light_dream_drift_emerald.jpg,wallpapers/studio/general/0468_light_dream_drift_emerald.jpg,64698,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Beams, halos, luminous ribbons, glowing fields, volumetric rays, reflections and radiant forms constructed primarily from illumination. Soft diffused illumination, luminous haze, gentle tonal transitions, restrained contrast, subtle bloom and an ethereal atmospheric glow. Gentle directional movement, softly displaced forms, subtle asymmetry and relaxed visual flow across the composition. Deep forest, emerald and jade with luminous chartreuse accents."
179,0179_glass_dream_stillness_neon_noir.jpg,general,glass,dream,stillness,neon_noir,,570376050,previews/studio/general/0179_glass_dream_stillness_neon_noir.jpg,wallpapers/studio/general/0179_glass_dream_stillness_neon_noir.jpg,64269,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Transparent and translucent glass, refraction, caustics, prisms, curved surfaces, crystalline edges, internal reflections and luminous optical depth. Soft diffused illumination, luminous haze, gentle tonal transitions, restrained contrast, subtle bloom and an ethereal atmospheric glow. Centered, balanced composition with generous negative space, minimal directional movement, simple large forms and a strong sense of visual stability. Hot magenta, cyan and violet against near-black."
324,0324_liquid_midnight_drift_emerald.jpg,general,liquid,midnight,drift,emerald,,1063988582,previews/studio/general/0324_liquid_midnight_drift_emerald.jpg,wallpapers/studio/general/0324_liquid_midnight_drift_emerald.jpg,63420,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Flowing, suspended and colliding fluids; ribbons, droplets, splashes, folds, pools and smooth sculptural forms shaped by surface tension. Predominantly deep values, sparse concentrated illumination, rich shadows, isolated highlights and quiet low-light atmosphere. Gentle directional movement, softly displaced forms, subtle asymmetry and relaxed visual flow across the composition. Deep forest, emerald and jade with luminous chartreuse accents."
42,0042_cosmos_storm_flow_opal.jpg,general,cosmos,storm,flow,opal,,1984896783,previews/studio/general/0042_cosmos_storm_flow_opal.jpg,wallpapers/studio/general/0042_cosmos_storm_flow_opal.jpg,64070,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Hard raking light through broken darkness, sharp highlights, deep shadows, high contrast and dense moisture-filled atmosphere. Continuous sweeping movement, interconnected forms, graceful curves and clear directional pathways carrying the eye through the composition. Pearl, lavender, pale cyan and blush with iridescent highlights."
469,0469_light_storm_flow_emerald.jpg,general,light,storm,flow,emerald,,1557601114,previews/studio/general/0469_light_storm_flow_emerald.jpg,wallpapers/studio/general/0469_light_storm_flow_emerald.jpg,64662,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Beams, halos, luminous ribbons, glowing fields, volumetric rays, reflections and radiant forms constructed primarily from illumination. Hard raking light through broken darkness, sharp highlights, deep shadows, high contrast and dense moisture-filled atmosphere. Continuous sweeping movement, interconnected forms, graceful curves and clear directional pathways carrying the eye through the composition. Deep forest, emerald and jade with luminous chartreuse accents."
180,0180_glass_twilight_drift_emerald.jpg,general,glass,twilight,drift,emerald,,1077328164,previews/studio/general/0180_glass_twilight_drift_emerald.jpg,wallpapers/studio/general/0180_glass_twilight_drift_emerald.jpg,63489,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Transparent and translucent glass, refraction, caustics, prisms, curved surfaces, crystalline edges, internal reflections and luminous optical depth. Low directional light, long soft shadows, subdued highlights, layered atmospheric haze and a gradual transition between luminous and dark values. Gentle directional movement, softly displaced forms, subtle asymmetry and relaxed visual flow across the composition. Deep forest, emerald and jade with luminous chartreuse accents."
325,0325_liquid_inferno_flow_emerald.jpg,general,liquid,inferno,flow,emerald,,1570940696,previews/studio/general/0325_liquid_inferno_flow_emerald.jpg,wallpapers/studio/general/0325_liquid_inferno_flow_emerald.jpg,63943,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Flowing, suspended and colliding fluids; ribbons, droplets, splashes, folds, pools and smooth sculptural forms shaped by surface tension. Intense internal illumination, brilliant hot highlights, deep surrounding shadows, glowing atmospheric haze and aggressive high-contrast luminosity. Continuous sweeping movement, interconnected forms, graceful curves and clear directional pathways carrying the eye through the composition. Deep forest, emerald and jade with luminous chartreuse accents."
43,0043_cosmos_twilight_surge_opal.jpg,general,cosmos,twilight,surge,opal,,344365250,,,,failed,"prediction failed: Model execution failed (User Input Error): AiError: AiError: NSFW content detected. Try running it again, or try a different prompt. (2918a1fe-6a74-47e3-ae89-118bf49b0629)"
470,0470_light_twilight_surge_emerald.jpg,general,light,twilight,surge,emerald,,2064553228,previews/studio/general/0470_light_twilight_surge_emerald.jpg,wallpapers/studio/general/0470_light_twilight_surge_emerald.jpg,64309,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Beams, halos, luminous ribbons, glowing fields, volumetric rays, reflections and radiant forms constructed primarily from illumination. Low directional light, long soft shadows, subdued highlights, layered atmospheric haze and a gradual transition between luminous and dark values. Forceful directional movement, strong diagonals, overlapping forms, dynamic scale changes and pronounced visual momentum. Deep forest, emerald and jade with luminous chartreuse accents."
181,0181_glass_eclipse_flow_emerald.jpg,general,glass,eclipse,flow,emerald,,1584280278,previews/studio/general/0181_glass_eclipse_flow_emerald.jpg,wallpapers/studio/general/0181_glass_eclipse_flow_emerald.jpg,64228,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Transparent and translucent glass, refraction, caustics, prisms, curved surfaces, crystalline edges, internal reflections and luminous optical depth. Strong backlighting, deep silhouettes, narrow brilliant rim light, extreme separation between darkness and radiance, with restrained atmospheric glow. Continuous sweeping movement, interconnected forms, graceful curves and clear directional pathways carrying the eye through the composition. Deep forest, emerald and jade with luminous chartreuse accents."
326,0326_liquid_dream_surge_emerald.jpg,general,liquid,dream,surge,emerald,,2077892810,previews/studio/general/0326_liquid_dream_surge_emerald.jpg,wallpapers/studio/general/0326_liquid_dream_surge_emerald.jpg,64123,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Flowing, suspended and colliding fluids; ribbons, droplets, splashes, folds, pools and smooth sculptural forms shaped by surface tension. Soft diffused illumination, luminous haze, gentle tonal transitions, restrained contrast, subtle bloom and an ethereal atmospheric glow. Forceful directional movement, strong diagonals, overlapping forms, dynamic scale changes and pronounced visual momentum. Deep forest, emerald and jade with luminous chartreuse accents."
44,0044_cosmos_eclipse_eruption_opal.jpg,general,cosmos,eclipse,eruption,opal,,851317364,previews/studio/general/0044_cosmos_eclipse_eruption_opal.jpg,wallpapers/studio/general/0044_cosmos_eclipse_eruption_opal.jpg,63835,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Strong backlighting, deep silhouettes, narrow brilliant rim light, extreme separation between darkness and radiance, with restrained atmospheric glow. Explosive outward movement, fragmented forms, dramatic displacement, extreme scale variation and dense controlled complexity radiating through the composition. Pearl, lavender, pale cyan and blush with iridescent highlights."
471,0471_light_eclipse_eruption_emerald.jpg,general,light,eclipse,eruption,emerald,,424021695,previews/studio/general/0471_light_eclipse_eruption_emerald.jpg,wallpapers/studio/general/0471_light_eclipse_eruption_emerald.jpg,64514,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Beams, halos, luminous ribbons, glowing fields, volumetric rays, reflections and radiant forms constructed primarily from illumination. Strong backlighting, deep silhouettes, narrow brilliant rim light, extreme separation between darkness and radiance, with restrained atmospheric glow. Explosive outward movement, fragmented forms, dramatic displacement, extreme scale variation and dense controlled complexity radiating through the composition. Deep forest, emerald and jade with luminous chartreuse accents."
182,0182_glass_midnight_surge_emerald.jpg,general,glass,midnight,surge,emerald,,2091232392,previews/studio/general/0182_glass_midnight_surge_emerald.jpg,wallpapers/studio/general/0182_glass_midnight_surge_emerald.jpg,63205,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Transparent and translucent glass, refraction, caustics, prisms, curved surfaces, crystalline edges, internal reflections and luminous optical depth. Predominantly deep values, sparse concentrated illumination, rich shadows, isolated highlights and quiet low-light atmosphere. Forceful directional movement, strong diagonals, overlapping forms, dynamic scale changes and pronounced visual momentum. Deep forest, emerald and jade with luminous chartreuse accents."
327,0327_liquid_storm_eruption_emerald.jpg,general,liquid,storm,eruption,emerald,,437361277,previews/studio/general/0327_liquid_storm_eruption_emerald.jpg,wallpapers/studio/general/0327_liquid_storm_eruption_emerald.jpg,64855,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Flowing, suspended and colliding fluids; ribbons, droplets, splashes, folds, pools and smooth sculptural forms shaped by surface tension. Hard raking light through broken darkness, sharp highlights, deep shadows, high contrast and dense moisture-filled atmosphere. Explosive outward movement, fragmented forms, dramatic displacement, extreme scale variation and dense controlled complexity radiating through the composition. Deep forest, emerald and jade with luminous chartreuse accents."
45,0045_cosmos_midnight_stillness_opal.jpg,general,cosmos,midnight,stillness,opal,,1358269478,,,,failed,"prediction failed: Model execution failed (User Input Error): AiError: AiError: NSFW content detected. Try running it again, or try a different prompt. (a7c380cc-ea76-4cf0-b3f3-93c37bcfa317)"
46,0046_cosmos_inferno_drift_opal.jpg,general,cosmos,inferno,drift,opal,,1865221592,previews/studio/general/0046_cosmos_inferno_drift_opal.jpg,wallpapers/studio/general/0046_cosmos_inferno_drift_opal.jpg,2608,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Intense internal illumination, brilliant hot highlights, deep surrounding shadows, glowing atmospheric haze and aggressive high-contrast luminosity. Gentle directional movement, softly displaced forms, subtle asymmetry and relaxed visual flow across the composition. Pearl, lavender, pale cyan and blush with iridescent highlights."
47,0047_cosmos_dream_flow_opal.jpg,general,cosmos,dream,flow,opal,,224690059,previews/studio/general/0047_cosmos_dream_flow_opal.jpg,wallpapers/studio/general/0047_cosmos_dream_flow_opal.jpg,2025,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Soft diffused illumination, luminous haze, gentle tonal transitions, restrained contrast, subtle bloom and an ethereal atmospheric glow. Continuous sweeping movement, interconnected forms, graceful curves and clear directional pathways carrying the eye through the composition. Pearl, lavender, pale cyan and blush with iridescent highlights."
472,0472_light_midnight_stillness_emerald.jpg,general,light,midnight,stillness,emerald,,930973809,previews/studio/general/0472_light_midnight_stillness_emerald.jpg,wallpapers/studio/general/0472_light_midnight_stillness_emerald.jpg,63586,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Beams, halos, luminous ribbons, glowing fields, volumetric rays, reflections and radiant forms constructed primarily from illumination. Predominantly deep values, sparse concentrated illumination, rich shadows, isolated highlights and quiet low-light atmosphere. Centered, balanced composition with generous negative space, minimal directional movement, simple large forms and a strong sense of visual stability. Deep forest, emerald and jade with luminous chartreuse accents."
